chalk	calcário,giz,ser tão diferentes como a água do vinho,escrever com giz	/<span class="ipa dipa">tʃɔk</span>/	[sound:7001-8000-cambridge-chalk.mp3]	a soft, white rock. ,a small stick of this rock used for writing. ,If two people are like chalk and cheese, they are completely different from each other. ,to write something with a piece of chalk. 
cappuccino	cappuccino	/<span class="ipa dipa">-noʊ</span>/	[sound:7001-8000-cambridge-cappuccino.mp3]	a coffee made with heated milk with a thick mass of bubbles. 
breed	raça,criar,reproduzir-se,procriar	/<span class="ipa dipa">brid</span>/	[sound:7001-8000-cambridge-breed.mp3]	a type of dog, sheep, pig, etc.. ,to keep animals in order to produce baby animals. ,If animals breed, they produce babies.. 
bouquet	ramalhete,buquê	/<span class="ipa dipa">boʊˈkeɪ</span>, <span class="ipa dipa">buˈkeɪ</span>/	[sound:7001-8000-cambridge-eus70588.mp3]	flowers that are tied together in an attractive way. 
Bailey				
amulet	amuleto	/<span class="ipa dipa">ˈæm.jə.lət</span>/	[sound:7001-8000-cambridge-usamiab028.mp3]	an object worn because it is believed to protect against evil, disease, or unhappiness. 
addiction	vício	/<span class="ipa dipa">əˈdɪk·ʃən</span>/	[sound:7001-8000-cambridge-addiction.mp3]	the problem of not being able to stop doing or taking something because you are addicted to it. 
who've				
warming	para esquentar,reconfortante	/<span class="ipa dipa">ˈwɔːr.mɪŋ</span>/	[sound:7001-8000-cambridge-uswalka018.mp3]	A warming type of food or drink makes you feel warm.. 
villa	casa de praia,casa de campo,vila	/<span class="ipa dipa">ˈvɪl·ə</span>/	[sound:7001-8000-cambridge-villa.mp3]	a large house, especially one used for holidays in a warm country. 
unlock	destrancar	/<span class="ipa dipa">ʌnˈlɑk</span>/	[sound:7001-8000-cambridge-unlock.mp3]	to open something that is locked using a key. 
transition	transição	/<span class="ipa dipa">trænˈzɪʃ·ən</span>/	[sound:7001-8000-cambridge-transition.mp3]	a change from one system or method to another, often a gradual one. 
satisfy	satisfazer,atender	/<span class="ipa dipa">ˈsæt̬·əsˌfɑɪ</span>/	[sound:7001-8000-cambridge-eus74070.mp3]	to please someone by giving them what they want. 
sacrificed				
relaxing	relaxante	/<span class="ipa dipa">rɪˈlæk·sɪŋ</span>/	[sound:7001-8000-cambridge-usregal025.mp3]	making you feel relaxed. 
lone	solitário	/<span class="ipa dipa">loʊn</span>/	[sound:7001-8000-cambridge-loan.mp3]	alone. 
input	contribuição	/<span class="ipa dipa">ˈɪnˌpʊt</span>/	[sound:7001-8000-cambridge-input.mp3]	ideas, money, effort, etc. that you put into a process or activity in order to help it succeed. 
Hampshire				
girlfriend's				
fudge	doce de açúcar,leite e manteiga,mutreta,esquivar-se de algo		[sound:7001-8000-cambridge-fudge.mp3]	a soft sweet made from sugar, butter, and milk. ,a plan or action that avoids making a clear decision or giving a clear answer. ,to avoid making a decision or giving a clear answer about something. 
elaborate	elaborado,complicado,de maneira elaborada,de maneira complicada,estender-se,elaboração	/<span class="ipa dipa">ɪˈlæb·ər·ət</span>/,/<span class="ipa dipa">ɪˈlæb.ər.eɪt</span>/	[sound:7001-8000-cambridge-elaborate.mp3],[sound:7001-8000-cambridge-elaborate_02_00.mp3]	complicated or with a lot of details. ,to add more information to or explain something that you have said. 
concerning	sobre,a respeito de	/<span class="ipa dipa">kənˈsɜr·nɪŋ</span>/	[sound:7001-8000-cambridge-concerning.mp3]	about something. 
completed				
channels				
category	categoria,grupo	/<span class="ipa dipa">ˈkæt̬·ɪˌɡɔr·i</span>/	[sound:7001-8000-cambridge-category.mp3]	a group of people or things of a similar type. 
cal				
blocking				
blend	misturar,combinar,mistura	/<span class="ipa dipa">blend</span>/	[sound:7001-8000-cambridge-blend.mp3]	to mix two or more things together completely. ,to look, sound, or taste good together. ,two or more things that are put together. 
blankets				
America's				
addicted	viciado	/<span class="ipa dipa">əˈdɪk·tɪd</span>/	[sound:7001-8000-cambridge-addicted.mp3]	not able to stop taking a drug or doing something as a habit. 
yuck	credo	/<span class="ipa dipa">jʌk</span>/	[sound:7001-8000-cambridge-yuck.mp3]	used to say that something looks or tastes very bad. 
voters				
professionals				
positions				
Monica's				
mode	modo,meio	/<span class="ipa dipa">moʊd</span>/	[sound:7001-8000-cambridge-mode.mp3]	a way of operating, living, or behaving. 
jolly	jovial,alegre	/<span class="ipa dipa">ˈdʒɑ·li</span>/	[sound:7001-8000-cambridge-jolly.mp3]	happy or enjoyable. 
initial	inicial	/<span class="ipa dipa">ɪˈnɪʃ·əl</span>/	[sound:7001-8000-cambridge-initial.mp3]	first, or happening at the start. ,the first letter of a name, especially when used to represent a name. 
hunger	fome	/<span class="ipa dipa">ˈhʌŋ·ɡər</span>/	[sound:7001-8000-cambridge-hunger.mp3]	the feeling that you want to eat. ,the state of not having enough food. 
hamburger	hambúrguer	/<span class="ipa dipa">ˈhæmˌbɜr·ɡər</span>/	[sound:7001-8000-cambridge-hamburger.mp3]	meat that is cooked in a round, flat shape and eaten between round pieces of bread. 
greeting	saudação,cumprimento	/<span class="ipa dipa">ˈɡri·t̬ɪŋ</span>/	[sound:7001-8000-cambridge-greeting.mp3]	something friendly or polite that you say or do when you see someone. 
greet	saudar,cumprimentar	/<span class="ipa dipa">ɡrit</span>/	[sound:7001-8000-cambridge-greet.mp3]	to say hello to someone who has arrived in a place. 
gravy	molho feito com caldo de carne	/<span class="ipa dipa">ˈɡreɪ·vi</span>/	[sound:7001-8000-cambridge-gravy.mp3]	a warm, brown sauce that you put on meat. 
gram	grama	/<span class="ipa dipa">ɡræm</span>/	[sound:7001-8000-cambridge-gram.mp3]	a unit for measuring weight, equal to 0.001 kilograms. 
finance	finança,finanças,financiar	/<span class="ipa dipa">fəˈnæns</span>, <span class="ipa dipa">ˈfɑɪ·næns</span>/	[sound:7001-8000-cambridge-eus71824.mp3]	the control of the way large amounts of money are spent. ,the money that a person, company, or country earns and spends. ,to give the money that is needed to do something. 
Edgar				
dreamt				
dice	dado,cortar em cubos	/<span class="ipa dipa">dɑɪs</span>/	[sound:7001-8000-cambridge-dice.mp3]	a small object with six equal square sides, each with between one and six spots on it, used in games. ,to cut food into small squares. 
declared				
collecting				
Cleveland				
caution	cuidado,cautela,prudência,advertir,avisar	/<span class="ipa dipa">ˈkɔ·ʃən</span>/	[sound:7001-8000-cambridge-caution.mp3]	great care to avoid danger or bad situations. ,to warn someone of something. 
Cadillac				
Brady's				
bicycle	bicicleta	/<span class="ipa dipa">ˈbɑɪ·sɪ·kəl</span>/	[sound:7001-8000-cambridge-bicycle.mp3]	a vehicle with two wheels that you sit on and move by turning the two pedals (= the parts you press with your feet). 
backpack	mochila	/<span class="ipa dipa">ˈbækˌpæk</span>/	[sound:7001-8000-cambridge-backpack.mp3]	a bag that you carry on your back, with two straps that go over your shoulders. 
agreeing				
writers				
whale	baleia	/<span class="ipa dipa">hweɪl</span>/	[sound:7001-8000-cambridge-whale.mp3]	a very large animal that looks like a fish and lives in the sea. 
tribe	tribo	/<span class="ipa dipa">trɑɪb</span>/	[sound:7001-8000-cambridge-tribe.mp3]	a group of people who live together, usually in areas far away from cities, and who still have a traditional way of life. 
taller				
supervisor	supervisor,-ora	/<span class="ipa dipa">ˈsu·pərˌvɑɪ·zər</span>/	[sound:7001-8000-cambridge-supervisor.mp3]	someone who supervises. 
starling	estorninho	/<span class="ipa dipa">ˈstɑr·lɪŋ</span>/	[sound:7001-8000-cambridge-starling.mp3]	a common bird with black or dark brown feathers that lives in large groups in many parts of the world. 
sacrifices				
radiation	radiação	/<span class="ipa dipa">ˌreɪ·diˈeɪ·ʃən</span>/	[sound:7001-8000-cambridge-radiation.mp3]	a dangerous form of energy that comes from certain substances. ,energy from heat or light that you cannot see. 
queens				
poo	cocô,fazer cocô	/<span class="ipa dipa">puː</span>/	[sound:7001-8000-cambridge-uspompo006.mp3]	(a piece of) solid waste from the body. 
Pitt				
phew				
outcome	resultado	/<span class="ipa dipa">ˈɑʊtˌkʌm</span>/	[sound:7001-8000-cambridge-eus75335.mp3]	the final result of an activity or process. 
ounce	onça	/<span class="ipa dipa">aʊns</span>/	[sound:7001-8000-cambridge-eus75327.mp3]	a unit for measuring weight, equal to 28.35 grams. 
monty				
missile	míssil	/<span class="ipa dipa">ˈmɪs·əl</span>/	[sound:7001-8000-cambridge-missile.mp3]	an explosive weapon that can travel long distances through the air. ,an object that someone throws through the air to hit someone. 
meter	medidor,relógio,ortografia americana de “metre”			a piece of equipment for measuring the amount of something such as electricity, time, or light. ,US spelling of metre. 
likewise	igualmente	/<span class="ipa dipa">ˈlɑɪkˌwɑɪz</span>/	[sound:7001-8000-cambridge-likewise.mp3]	in the same way. 
irrelevant	irrelevante	/<span class="ipa dipa">ɪˈrel·ə·vənt</span>/	[sound:7001-8000-cambridge-irrelevant.mp3]	not important in a particular situation. 
gran	vovó		[sound:7001-8000-cambridge-usgran_001.mp3]	a grandmother. 
felon	criminoso,-a		[sound:7001-8000-cambridge-felon.mp3]	a person who is guilty of a serious crime. 
feature	característica,aspecto,função,traço fisionômico,apresentar (como atração importante),ser estrelado por	/<span class="ipa dipa">ˈfi·tʃər</span>/	[sound:7001-8000-cambridge-feature.mp3]	an important part of something. ,a part of a person’s face. ,to include someone or something as an important part. 
favorites				
farther	comparativo de “far”: mais distante,mais longe	/<span class="ipa dipa">ˈfɑr·ðər</span>/	[sound:7001-8000-cambridge-farther_far.mp3]	comparative of far: more distant. 
fade	desvanecer-se,desbotar	/<span class="ipa dipa">feɪd</span>/	[sound:7001-8000-cambridge-fade.mp3]	If a colour or sound fades, it gradually becomes less bright or strong.. 
experiments				
erased				
easiest				
disk	disco	/<span class="ipa dipa">dɪsk</span>/	[sound:7001-8000-cambridge-disc.mp3]	a piece of computer equipment that records and keeps information. ,a record or CD. ,a flat, round shape or object. 
disco	danceteria	/<span class="ipa dipa">ˈdɪs·koʊ</span>/	[sound:7001-8000-cambridge-disco.mp3]	a place or event where people dance to pop music. 
convenience	conforto,comodidade,conveniência	/<span class="ipa dipa">kənˈvin·jəns</span>/	[sound:7001-8000-cambridge-convenience.mp3]	the quality of being easy to use and suitable for what you want to do. ,something that makes life easier. 
conceived				
compassionate	compadecido,complacente,compreensivo	/<span class="ipa dipa">kəmˈpæʃ·ə·nɪt</span>/	[sound:7001-8000-cambridge-compassionate.mp3]	showing compassion. 
Colorado				
challenged	deficiente	/<span class="ipa dipa">ˈtʃæl.əndʒd</span>/	[sound:7001-8000-cambridge-uszzzzc027.mp3]	having a physical or mental condition that makes ordinary activities more difficult than they are for other people. 
cane	bengala,vara	/<span class="ipa dipa">keɪn</span>/	[sound:7001-8000-cambridge-cane.mp3]	a long stick with a handle that a person can lean on while walking. ,a stick taken from a plant, sometimes used to make furniture. 
Blair's				
backstage	de bastidores,nos bastidores		[sound:7001-8000-cambridge-usbacch020.mp3]	in the area behind the stage in a theatre, especially the rooms in which actors change their clothes or where equipment is kept. ,If something happens backstage, it is not generally known about.. 
agony	agonia	/<span class="ipa dipa">ˈæɡ·ə·ni</span>/	[sound:7001-8000-cambridge-agony.mp3]	very bad pain. 
adores				
Vivian				
veins				
tweek				
thieves				
surgical	cirúrgico,ortopédico	/<span class="ipa dipa">ˈsɝː-</span>/	[sound:7001-8000-cambridge-surgical.mp3]	used for medical operations. ,involved in performing medical operations. ,(of clothing) worn in order to treat a particular medical condition. 
sunrise	nascer do sol	/<span class="ipa dipa">ˈsʌnˌrɑɪz</span>/	[sound:7001-8000-cambridge-ussunbl017.mp3]	the time when the sun appears in the morning and the sky becomes light. 
strangely				
Stetson				
Ronald				
recital	recital	/<span class="ipa dipa">rɪˈsɑɪ·t̬<span class="sp dsp">ə</span>l</span>/	[sound:7001-8000-cambridge-recital.mp3]	a performance of music or poetry. 
proposing				
productive	produtivo	/<span class="ipa dipa">prəˈdʌk·tɪv</span>/	[sound:7001-8000-cambridge-productive.mp3]	producing a large amount. ,having a good or useful result. 
meaningful	significativo		[sound:7001-8000-cambridge-meaningful.mp3]	intended to show meaning, often secretly. ,useful, serious, or important. 
marching				
kitten	gatinho	/<span class="ipa dipa">ˈkɪt̬·<span class="sp dsp">ə</span>n</span>/	[sound:7001-8000-cambridge-kitten.mp3]	a young cat. 
immunity	imunidade	/<span class="ipa dipa">-ə.t̬i</span>/	[sound:7001-8000-cambridge-eus72332.mp3]	a situation in which you are protected against disease or from legal action. 
hassle	trabalheira,complicação,perturbar	/<span class="ipa dipa">ˈhæs·əl</span>/	[sound:7001-8000-cambridge-hassle.mp3]	a problem. ,to annoy someone, mainly by asking for something again and again. 
goddamned				
frighten	assustar	/<span class="ipa dipa">ˈfrɑɪ·t̬<span class="sp dsp">ə</span>n</span>/	[sound:7001-8000-cambridge-eus71927.mp3]	to make someone afraid or nervous. 
directors				
dearly	muito,pagar caro	/<span class="ipa dipa">ˈdɪr-</span>/	[sound:7001-8000-cambridge-dearly.mp3]	very much. ,to suffer a lot as a result of a particular action or event. 
comments				
closure	fechamento,encerramento psicológico	/<span class="ipa dipa">ˈkloʊ.ʒɚ</span>/	[sound:7001-8000-cambridge-closure.mp3]	the fact of a business, organization, etc. stopping operating. ,the feeling or act of bringing an unpleasant situation, time, or experience to an end, so that you are able to start new activities. 
cease	cessar,suspender	/<span class="ipa dipa">sis</span>/	[sound:7001-8000-cambridge-cease.mp3]	to stop. 
Carlotta				
Campbell				
bomber	pessoa que coloca bombas,bombardeiro	/<span class="ipa dipa">ˈbɑ·mər</span>/	[sound:7001-8000-cambridge-bomber.mp3]	a person who puts a bomb somewhere to cause an explosion. ,an aircraft that drops bombs. 
ambition	ambição	/<span class="ipa dipa">æmˈbɪʃ·ən</span>/	[sound:7001-8000-cambridge-ambition.mp3]	something that you want to do in your life. ,a strong feeling that you want to be successful or powerful. 
Wisconsin				
wage	ordenado	/<span class="ipa dipa">weɪdʒ</span>/	[sound:7001-8000-cambridge-wage.mp3]	the amount of money a person regularly gets for his or her job. 
unstable	instável		[sound:7001-8000-cambridge-unstable.mp3]	not solid and firm and therefore not strong, safe, or likely to last. ,An unstable person suffers from sudden and extreme changes in their mental and emotional state.. 
sweetness	doçura	/<span class="ipa dipa">ˈswit·nəs</span>/	[sound:7001-8000-cambridge-sweetness.mp3]	the quality of being sweet. 
stinky	fétido	/<span class="ipa dipa">ˈstɪŋ.ki</span>/	[sound:7001-8000-cambridge-cald4us2200.mp3]	having or producing an unpleasant smell. 
salvage	recuperar,salvar		[sound:7001-8000-cambridge-salvage.mp3]	to save goods from damage or destruction, especially from a ship that has sunk or been damaged or a building that has been damaged by fire or a flood. ,to try to make a bad situation better. 
richer				
refusing				
raging	intenso,tremendo,explosivo		[sound:7001-8000-cambridge-usradia018.mp3]	very severe or extreme. ,very strong or violent. 
pumping				
pressuring				
pookie				
petition	abaixo-assinado,petição	/<span class="ipa dipa">pəˈtɪʃ·ən</span>/	[sound:7001-8000-cambridge-petition.mp3]	a paper with a lot of people’s names on it that asks someone in authority to do something. 
nations				
mortals				
Monique				
Maya				
lowlife				
Lena				
jus				
juicy	suculento	/<span class="ipa dipa">ˈdʒu·si</span>/	[sound:7001-8000-cambridge-juicy.mp3]	full of juice. 
Joan				
Ireland				
intimidated	intimidado	/<span class="ipa dipa">-t̬ɪd</span>/	[sound:7001-8000-cambridge-uscld00748.mp3]	frightened or nervous because you are not confident in a situation. 
intentionally				
inspire	inspirar,infundir,inspirador,estimulante	/<span class="ipa dipa">ɪnˈspɑɪər</span>/	[sound:7001-8000-cambridge-eus72451.mp3]	to make someone feel that they want to do something. ,to give someone an idea for a book, play, painting, etc.. ,to make someone have a particular feeling or reaction. ,giving you new ideas and making you feel you want to do something. 
forgave	passado de “forgive”	/<span class="ipa dipa">fərˈɡeɪv</span>/	[sound:7001-8000-cambridge-forgave.mp3]	past tense of forgive. 
fart	peidar,peido	/<span class="ipa dipa">fɑrt</span>/	[sound:7001-8000-cambridge-fart.mp3]	to release gas from the bowels through the bottom. ,an escape of gas from the bowels. 
Eric's				
devotion	devoção,dedicação	/<span class="ipa dipa">-ˈvoʊ-</span>/	[sound:7001-8000-cambridge-eus75597.mp3]	loyalty and love or care for someone or something. ,religious worship. 
despicable	desprezível		[sound:7001-8000-cambridge-eus75593.mp3]	very unpleasant or bad, causing strong feelings of dislike. 
deciding	decisivo	/<span class="ipa dipa">dɪˈsaɪ.dɪŋ</span>/	[sound:7001-8000-cambridge-cus00538.mp3]	A deciding event or action is more important than the rest because the final result, decision, or choice is changed by it.. 
dash	precipitar-se,travessão,corrida	/<span class="ipa dipa">dæʃ</span>/	[sound:7001-8000-cambridge-dash.mp3]	to run somewhere suddenly. ,a mark (–) used to separate parts of sentences. ,the action of running somewhere suddenly. 
comfy				
breach	incumprimento,quebra,perturbação da ordem pública,estar em situação de incumprimento de algo,brecha,violar		[sound:7001-8000-cambridge-breach.mp3]	an act of breaking a law, promise, agreement, or relationship. ,(an example of) illegal noisy or violent behaviour in a public place. ,to be breaking a particular law or rule. ,a hole that is made in a wall or in another structure being used for protection during an attack. ,to break a law, promise, agreement, or relationship. 
bo's				
Beecher				
bark	casca (de árvore),latido,cão que ladra não morde,ladrar,latir	/<span class="ipa dipa">bɑrk</span>/	[sound:7001-8000-cambridge-bark.mp3]	the hard substance that covers the surface of a tree. ,the sound that a dog makes. ,If someone’s bark is worse than their bite, they are not as unpleasant as they seem , and will not carry out all of their threats.. ,If a dog barks, it makes loud, short sounds.. 
alternate	alternado,alternativo,em modo alternado,alternadamente	/<span class="ipa dipa">ɔlˈtɜr·nət</span>/	[sound:7001-8000-cambridge-eus70162.mp3]	one out of every two days, weeks, years, etc.. ,available as a different possibility. 
aaaah				
twilight	crepúsculo	/<span class="ipa dipa">ˈtwɑɪˌlɑɪt</span>/	[sound:7001-8000-cambridge-twilight.mp3]	the time in the evening when it starts to become dark. 
Theo				
switching				
swallowed				
stove	fogão	/<span class="ipa dipa">stoʊv</span>/	[sound:7001-8000-cambridge-stove.mp3]	a piece of equipment used to cook food over gas flames or electric heat. 
slot	fenda	/<span class="ipa dipa">slɑt</span>/	[sound:7001-8000-cambridge-slot.mp3]	a long, thin hole that you put something into, especially money. 
screamed				
Scotland				
scars				
Russians				
relevant	relevante	/<span class="ipa dipa">ˈrel·ə·vənt</span>/	[sound:7001-8000-cambridge-relevant.mp3]	related to or useful for what is happening or being talked about. 
pounding	pancada,surra,batida,martelagem	/<span class="ipa dipa">ˈpaʊn.dɪŋ</span>/	[sound:7001-8000-cambridge-pounding.mp3]	a heavy attack or defeat. ,a regular sound of something hitting something else or of a loud noise. 
poof				
pipes				
persons				
pawn	peão,penhorar	/<span class="ipa dipa">pɔn</span>/	[sound:7001-8000-cambridge-pawn.mp3]	any one of the eight least valuable pieces in the game of chess. ,a person who does not have any real power but is used by others to achieve something. ,to leave something with a someone who gives you money for it and will sell it if you do not pay the money back. 
Milan				
losses				
legit	legítimo		[sound:7001-8000-cambridge-legit_legitimate.mp3]	→  legitimate . 
Justin				
Jacques				
invest	investir,aplicar,investir em algo	/<span class="ipa dipa">ɪnˈvest</span>/	[sound:7001-8000-cambridge-invest.mp3]	to give money to a bank or business, or to buy something, because you hope to make a profit. ,to use a lot of time, effort, or emotions because you want to succeed. 
generations				
farewell	adeus	/<span class="ipa dipa">ˌfer-</span>/	[sound:7001-8000-cambridge-farewell.mp3]	goodbye. ,an occasion when someone says goodbye. 
experimental	experimental	/<span class="ipa dipa">ɪkˌsper·əˈmen·t̬<span class="sp dsp">ə</span>l</span>/	[sound:7001-8000-cambridge-eus71711.mp3]	relating to tests, especially scientific ones. 
difficulty	dificuldade	/<span class="ipa dipa">ˈdɪf·ɪ·kəl·ti</span>/	[sound:7001-8000-cambridge-eus71272.mp3]	a problem. 
curtains				
civilized	civilizado	/<span class="ipa dipa">ˈsɪv·əˌlɑɪzd</span>/	[sound:7001-8000-cambridge-civilized.mp3]	a civilized society is advanced and has laws, education, and a government. 
championship	campeonato	/<span class="ipa dipa">ˈtʃæm·pi·ənˌʃɪp</span>/	[sound:7001-8000-cambridge-championship.mp3]	a competition to find the best team or player in a game or sport. 
caviar	caviar	/<span class="ipa dipa">-ɑːr</span>/	[sound:7001-8000-cambridge-eus70735.mp3]	the eggs of various large fish, especially the sturgeon, eaten as food. Caviar is usually very expensive.. 
carnival	carnaval,parque de diversões	/<span class="ipa dipa">ˈkɑr·nə·vəl</span>/	[sound:7001-8000-cambridge-carnival.mp3]	a public occasion where people wear special clothes and dance in the streets. ,a place of entertainment outside where there are machines for riding on and games that can be played for prizes. 
canyon	cânion,desfiladeiro	/<span class="ipa dipa">ˈkæn·jən</span>/	[sound:7001-8000-cambridge-canyon.mp3]	a deep valley with very steep sides. 
boost	aumentar,estímulo	/<span class="ipa dipa">bust</span>/	[sound:7001-8000-cambridge-boost.mp3]	to increase or improve something. ,something that makes you feel more confident and happy, or that helps something to increase or improve. 
blues	blues,sentir-se/ficar triste	/<span class="ipa dipa">bluz</span>/	[sound:7001-8000-cambridge-blues.mp3]	a type of slow, sad music that is originally from the southern US. ,to feel or become sad. 
bliss	felicidade		[sound:7001-8000-cambridge-bliss.mp3]	perfect happiness. 
Barbie				
token	símbolo,cupom,ficha,simbólico,para salvar as aparências	/<span class="ipa dipa">ˈtoʊ-</span>/	[sound:7001-8000-cambridge-eus75967.mp3]	something that you do, or a thing that you give someone, that expresses your feelings or intentions, although it might have little practical effect. ,a piece of paper with a particular amount of money printed on it that can be exchanged in a shop for goods of that value. ,a round metal or plastic disc that is used instead of money in some machines. ,Token actions are done to show that you are doing something, even if the results are limited in their effect.. ,used to refer to something that is done to prevent other people complaining, although it is not sincerely meant and has no real effect. 
tends				
temporarily				
superstition	superstição	/<span class="ipa dipa">ˌsu·pərˈstɪʃ·ən</span>/	[sound:7001-8000-cambridge-superstition.mp3]	a belief that particular actions or objects are lucky or unlucky. 
supernatural	sobrenatural	/<span class="ipa dipa">ˌsu·pərˈnætʃ·ər·əl</span>/	[sound:7001-8000-cambridge-supernatural.mp3]	Supernatural events cannot be explained by science.. 
sunk	particípio passado de “sink”	/<span class="ipa dipa">sʌŋk</span>/	[sound:7001-8000-cambridge-sunk.mp3]	past participle of sink. 
stream	riacho,regato,ribeirão,fluxo de algo	/<span class="ipa dipa">strim</span>/	[sound:7001-8000-cambridge-stream.mp3]	a small river. ,a line of people or cars moving in the same direction. 
stocks				
spinner				
sadness	tristeza	/<span class="ipa dipa">ˈsæd·nəs</span>/	[sound:7001-8000-cambridge-sadness.mp3]	the feeling of being sad. 
Roswell				
reduced				
recorder	gravador,flauta doce	/<span class="ipa dipa">rɪˈkɔr·dər</span>/	[sound:7001-8000-cambridge-recorder.mp3]	a machine for storing sounds or pictures. ,a long, thin instrument that you play by blowing into it. 
rang	passado de “ring”	/<span class="ipa dipa">ræŋ</span>/	[sound:7001-8000-cambridge-rang.mp3]	past tense of ring2. 
psyched	animado,entusiasmado	/<span class="ipa dipa">saɪkt</span>/	[sound:7001-8000-cambridge-cdo0318uspsyc3924.mp3]	excited. 
presidential	presidencial	/<span class="ipa dipa">ˌprez·ɪˈden·ʃəl</span>/	[sound:7001-8000-cambridge-presidential.mp3]	relating to the president of a country. 
owners				
objects				
Nelson				
motivated	motivado	/<span class="ipa dipa">ˈmoʊ·t̬əˌveɪ·t̬ɪd</span>/	[sound:7001-8000-cambridge-motivated.mp3]	working hard and wanting to succeed. 
microwave	forno de micro-ondas	/<span class="ipa dipa">ˈmɑɪ·krəˌweɪv</span>/	[sound:7001-8000-cambridge-uszzzzd060.mp3]	an electric oven that uses waves of energy to quickly cook food or make it warmer. 
lands				
Karen's				
Indiana				
hallelujah	aleluia	/<span class="ipa dipa">ˌhæl.ɪˈluː.jə</span>/	[sound:7001-8000-cambridge-hallelujah.mp3]	(an emotional expression of) praise and thanks to God. ,said to express surprise and pleasure that something positive that you were certain would not happen has happened. 
gap	brecha,fenda,lacuna,vazio,separação,diferença,intervalo	/<span class="ipa dipa">ɡæp</span>/	[sound:7001-8000-cambridge-gap.mp3]	an empty space or hole in the middle of something, or between two things. ,something that is absent and stops something from being complete. ,a difference between two groups of people or two situations. ,a period of time spent doing something different. 
fraternity	classe,associação de estudantes,fraternidade	/<span class="ipa dipa">-ˈtɝː.nə.t̬i</span>/	[sound:7001-8000-cambridge-eus71905.mp3]	a group of people who have the same job or interest. ,a social organization for male students at an American or Canadian college. ,a feeling of friendship and support. 
Francesca				
Finn				
engines				
dutch	holandês	/<span class="ipa dipa">dʌtʃ</span>/	[sound:7001-8000-cambridge-uscld04261.mp3]	coming from or relating to the Netherlands. 
dryer	secadora	/<span class="ipa dipa">ˈdrɑɪ·ər</span>/	[sound:7001-8000-cambridge-drier.mp3]	a machine that dries clothes. 
Douglas				
cocoa	cacau,chocolate quente	/<span class="ipa dipa">ˈkoʊ·koʊ</span>/	[sound:7001-8000-cambridge-cocoa.mp3]	the dark brown powder used to make chocolate. ,a drink made by mixing cocoa powder with hot milk. 
chewing				
brake	freio,frear,brecar	/<span class="ipa dipa">breɪk</span>/	[sound:7001-8000-cambridge-brake.mp3]	the part of a vehicle that makes it stop or go more slowly. ,to make a car stop by using its brake. 
bounty				
ax				
additional	adicional,adicionalmente	/<span class="ipa dipa">əˈdɪʃ·ə·n<span class="sp dsp">ə</span>l</span>/	[sound:7001-8000-cambridge-additional.mp3]	more than what already exists. 
acceptable	aceitável,aceitavelmente	/<span class="ipa dipa">əkˈsep·tə·bəl</span>/	[sound:7001-8000-cambridge-acceptable.mp3]	good enough. 
unbelievably				
survivor	sobrevivente	/<span class="ipa dipa">sərˈvɑɪ·vər</span>/	[sound:7001-8000-cambridge-survivor.mp3]	someone who continues to live after almost dying because of an accident, illness, etc.. 
smiled				
smelling				
sized				
simpler				
sentenced				
respectable	respeitável	/<span class="ipa dipa">rɪˈspek·tə·bəl</span>/	[sound:7001-8000-cambridge-respectable.mp3]	behaving well, in a way that most people think is right. 
remarks				
registration	registro	/<span class="ipa dipa">ˌredʒ·əˈstreɪ·ʃən</span>/	[sound:7001-8000-cambridge-registration.mp3]	the act of recording a name or information on an official list. 
premises	local		[sound:7001-8000-cambridge-premises.mp3]	the land and buildings owned by someone, especially by a company or organization. 
passengers				
organ	órgão	/<span class="ipa dipa">ˈɔr·ɡən</span>/	[sound:7001-8000-cambridge-eus75287.mp3]	a part of an animal or plant that has a special purpose. ,a large musical instrument with pipes and a keyboard that is often played in churches. 
oo				
occasional	esporádico,ocasionalmente,de vez em quando	/<span class="ipa dipa">əˈkeɪ·ʒə·n<span class="sp dsp">ə</span>l</span>/	[sound:7001-8000-cambridge-eus75136.mp3]	not happening often. 
Marian				
Khasinau				
indication	indício,mostra,indicação	/<span class="ipa dipa">ˌɪn·dɪˈkeɪ·ʃən</span>/	[sound:7001-8000-cambridge-indication.mp3]	a sign showing that something exists or is true. 
Horton				
gutter	sarjeta	/<span class="ipa dipa">ˈɡʌt̬·ər</span>/	[sound:7001-8000-cambridge-gutter.mp3]	the edge of a road where water flows away. 
grabs				
goo	gosma		[sound:7001-8000-cambridge-goo.mp3]	an unpleasantly sticky substance. 
fulfill				
flashlight	lanterna	/<span class="ipa dipa">ˈflæʃˌlɑɪt</span>/	[sound:7001-8000-cambridge-usflash003.mp3]	a small electric light that you hold in your hand. 
Ellenor				
courses				
chains				
boxing	boxe,pugilismo	/<span class="ipa dipa">ˈbɑk·sɪŋ</span>/	[sound:7001-8000-cambridge-boxing.mp3]	a sport in which two people hit each other while wearing big leather gloves. 
blooded				
blink	piscar,piscada	/<span class="ipa dipa">blɪŋk</span>/	[sound:7001-8000-cambridge-blink.mp3]	to quickly close and open your eyes. 
blessings				
beware	tomar cuidado	/<span class="ipa dipa">bɪˈweər</span>/	[sound:7001-8000-cambridge-eus70523.mp3]	used in order to warn someone to be careful. 
Beth's				
bands				
advised				
Willy				
water's				
Warrick				
