jew		1. someone whose religion is Judaism, or who is related to the ancient people of Israel			judeu	(3780)judeu	judeu		judeu,judia																																judeu					[sound:6001-7000/cambridge/6001-7000-cambridge-jew.mp3]					ʤuː						"<span class=""ipa dipa"">dʒu</span>"																	
grieving		1. feeling very sad because someone has died			(2)afligir,luto,(2)ofender	(298)de luto	afligir,ofender		enlutado,aflito						mourn, feel deep distress,upset, distress someone																										de luto				[sound:6001-7000/thesaurus/6001-7000-thesaurus-grieving.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-uscld2s051.mp3]					griːv,ˈgriːvɪŋ	griv					"<span class=""ipa dipa"">ˈɡriː.vɪŋ</span>"																	
fling	<u><b>fling</b></u>:cacho,namorico,passatempo,biscate,arremesso,engate,caso,farra. <u><b>to fling</b></u>:lançar,agitar,arremessar.	1. to suddenly throw something			(3)atirar,arremesso,(3)lançar	(233)caso	arremesso		jogar,lançar,arrojar						casual throw,unrestrained behavior,throw with abandon																										fling				[sound:6001-7000/thesaurus/6001-7000-thesaurus-fling.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-fling.mp3]					flɪŋ	flɪŋ					"<span class=""ipa dipa"">flɪŋ</span>"																	
yum						(10)delícia,(6)nham,(3)que bom,(8)sanduicheria						used to show that you think something tastes or smells very nice<div>said when you think something&nbsp;tastes&nbsp;very good<br></div>				People sometimes say 'yum' or 'yum yum' to show that they think something tastes or smells very good. <br>  excellent; delicious																									yum													yʌm, jʌm																				
strain	<u><b>strain</b></u>:tensão,esforço,estilo,família,tom,empenhamento,cepa,luxação,raça,deformação. <u><b>to strain</b></u>:filtrar,torcer,puxar,forçar,estremecer,coar,esforçar-se.	1. the feeling of being worried and nervous about something			(3)deformação,(3)cepa,(3)esticar,tensão	(1062)estirpe,(847)tensão	coar,esforço,pressão,esticar,estirpe,tensão,deformação,cepa	tensão,distender,coar	tensão,peso,esforço,pressão,esforçar-se ao máximo,distender	<b>strain</b>  <b>1.</b> raça <b>2.</b> traço <b>3.</b> <b>often in </b> melodia		estirpe=(classe social; linhagem,origem, raça, sangue,genealogia,tendência,casta)			pain, due to exertion,ancestry,suggestion, hint,melody,stretch, often to limit,work very hard,filter,cause mental stress																										tensão				[sound:6001-7000/thesaurus/6001-7000-thesaurus-strain.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-strain.mp3]				(streɪn)	streɪn	streɪn					"<span class=""ipa dipa"">streɪn</span>"																	
paralyzed	<u><b>paralyzed</b></u>:paralítico,tolhido.	1. US spelling of  paralysed			paralisado	(785)paralisado	paralisado,paralisados	paralisados	ortografia americana de “paralysed”						insensible																										paralisados																			[sound:6001-7000/thesaurus/6001-7000-thesaurus-paralyzed.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-cdo0318uspara3548.mp3]					ˈpærəlaɪz,ˈpærəlaɪzd	ˈpær əˌlaɪz					"<span class=""ipa dipa"">ˈper.<span class=""sp dsp"">ə</span>l.aɪzd</span>"		
orb	<u><b>orb</b></u>:globo,orbe	1. something in the shape of a ball			esfera,(3)orbe	(254)esfera,(368)orbe	esfera,orbe	esfera	orbe			"<font color=""#ff0000"">órbita, esfera</font>"			globe																										órbita				[sound:6001-7000/thesaurus/6001-7000-thesaurus-orb.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-usopera024.mp3]					ɔːb	ɔrb					"<span class=""ipa dipa"">ɔːrb</span>"																	
dummy	<u><b>dummy</b></u>:boneco,imitação,chupeta. <u><b>to dummy</b></u>:fintar. <u><b>to dummy</b></u>:driblar.	1. a stupid person			manequim,(3)boneco	(129)falso,(257)idiota,(305)manequim,(456)boneco	falso,chupeta,manequim,boneco		idiota,palerma,chupeta		"<div>1. <font color=""#c7c7c7""><i><u><b></b></u></i></font>  manequim (de alfaiate)<br>2. <font color=""#c7c7c7""><i><u><b></b></u></i></font>  (ventríloquo) boneco<br>3. <font color=""#c7c7c7""><i><u><b> coloquial</b></u></i></font>  idiota, imbecil, burro<br>4. <font color=""#c7c7c7""><i><u><b> coloquial</b></u></i></font>  (pessoa) mono<br>5. <font color=""#c7c7c7""><i><u><b> Grã-Bretanha</b></u></i></font>  chupeta<br>6. <font color=""#c7c7c7""><i><u><b></b></u></i></font>  simulação;  imitação<br>7. <font color=""#c7c7c7""><i><u><b></b></u></i></font>  (edição) (volume) mono<br>8. <font color=""#c7c7c7""><i><u><b></b></u></i></font>  (edição) (página) maqueta<br>9. <font color=""#c7c7c7""><i><u><b> DESPORTO</b></u></i></font>  finta<br>10. <font color=""#c7c7c7""><i><u><b></b></u></i></font>  espantalho<br>11. <font color=""#c7c7c7""><i><u><b></b></u></i></font>  pessoa que apenas faz ofício de corpo presente<br>12. <font color=""#c7c7c7""><i><u><b></b></u></i></font>  (whist, bridge) morto<br>1. <font color=""#c7c7c7""><i><u><b></b></u></i></font>  postiço, falso, fictício<br>2. <font color=""#c7c7c7""><i><u><b></b></u></i></font>  de imitação<br>3. <font color=""#c7c7c7""><i><u><b></b></u></i></font>  de brincadeira<br>4. <font color=""#c7c7c7""><i><u><b></b></u></i></font>  de ensaio<br>5. <font color=""#c7c7c7""><i><u><b> coloquial</b></u></i></font>  idiota, imbecil, burro</div>"				mannequin,stupid person		01. <b>dummy (UK),</b>  (soother for a baby to suck)<BR>02. <b>dummy</b>  pejorative, slang (unintelligent person) (informal, pejorativo, gíria)<BR>03. <b>dummy</b>  (hand in contract bridge) (jogo de cartas)<BR>04. <b>dummy</b>  (data: simulated) (dados)<BR>05. <b>dummy</b>  ([sth] fake)<BR>06. <b>dummy corporation</b>  (company: a cover)<BR>07. <b>dummy run</b>  (trial or practice)<BR>08. <b>dummy</b>  (mannequin for displaying clothes)<BR>09. <b>dummy</b>  (ventriloquist's doll)<BR>10. <b>dummy</b>  (fake, not real)<BR>11. <b>dummy</b>  (person: stand-in for [sb] else) (pessoa)<BR>12. <b>dummy pill</b>  (placebo: tablet with no effect) (comprimido)	01. a model of a person, used especially when making clothes or for showing them in a shop window<BR>02. a thing that seems to be real but is only a copy of the real thing<BR>03. a stupid person<BR>04. an occasion when you pretend to make a particular move and then do not do so<BR>05. a rubber or plastic object with a special shape that a baby sucks on with its lips and tongue<BR>06. the cards that are placed facing upwards on the table and which can be seen by all the players						"01. <font color=""#c7c7c7""><i>dummy (UK),  (soother for a baby to suck)</i></font><br><b>""The baby was sucking on her dummy.""</b> <i><u><font color=""#aa4444"">chupeta</font></u></i><br><i>""A bebê chupava sua chupeta.""</i><br><br>02. <font color=""#c7c7c7""><i>dummy  pejorative, slang (unintelligent person)&nbsp;(informal, pejorativo, gíria)</i></font><br><b>""Of course that's not right, you <font color=""#ff0000"">dummy</font>!""</b> <i><u><font color=""#aa4444"">imbecil</font></u></i><br><i>""É claro que não está certo, seu imbecil!""</i><br>"																	manequim				[sound:6001-7000/thesaurus/6001-7000-thesaurus-dummy.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-dummy.mp3]					ˈdʌmɪ	ˈdʌm i					"<span class=""ipa dipa"">ˈdʌm·i</span>"	ˈdʌmɪ																
cherish	<u><b>to cherish</b></u>:gostar de,acariciar,estimar,guardar no coração,tratar com carinho.	1. to love, protect, and care for someone or something that is important to you			prezar,(3)estimar,(3)acalentar	(106)estimar,(44)cuidar,(94)valorizar,(80)apreciar	estimar,acalentar,prezar,amar,apreciar,acarinhada,valorizar,cuidar	acarinhada,acalentar	amar,,valorizar,guardar						care about deeply																										acalentar				[sound:6001-7000/thesaurus/6001-7000-thesaurus-cherish.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-cherish.mp3]					ˈʧerɪʃ	ˈtʃɛr ɪʃ																						
briefing	<u><b>briefing</b></u>:informações,instruções.	1. information that is given to someone just before they do something, or a meeting where this happens			(2)instruções	(489)reunião	reunião,instruções		briefing,instruções						preparation by informing of facts																										briefing				[sound:6001-7000/thesaurus/6001-7000-thesaurus-briefing.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-briefing.mp3]					briːf,ˈbriːfɪŋ	ˈbri fɪŋ																						
bluff	<u><b>bluff</b></u>:blefe. <u><b>to bluff</b></u>:iludir,blefar,bravatear.	1. to deceive someone by making them think either that you are going to do something when you really have no intention of doing it, or that you have knowledge that you do not really have, or that you are someone else			blefe	(250)blefe			blefar						abrupt,boast; deceit,precipice,deceive																										bluff				[sound:6001-7000/thesaurus/6001-7000-thesaurus-bluff.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-bluff.mp3]					blʌf	blʌf																						
tux	<u><b>tux</b></u>:smoking				smoking	(382)smoking	smoking								men's formal jacket worn for eveningwear,semiformal evening dress,personal outerwear																										smoking				[sound:6001-7000/thesaurus/6001-7000-thesaurus-tux.mp3]						tʌks	tʌks																						
rifle	<u><b>rifle</b></u>:espingarda,fuzil,rifle,carabina,arma. <u><b>to rifle</b></u>:pilhar,saquear.	1. a long gun that you hold against your shoulder when you shoot			(3)espingarda	(1376)espingarda	espingarda,fuzil,carabinas,rifle	espingarda,fuzil,carabinas	rifle,fuçar,remexer						ransack																										espingarda																			[sound:6001-7000/thesaurus/6001-7000-thesaurus-rifle.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-eus73992.mp3]					raɪfl	ˈraɪ fəl					"<span class=""ipa dipa"">ˈrɑɪ·fəl</span>"		
gin	<u><b>gin</b></u>:gim,máquina de descaroçar algodão. <u><b>to gin</b></u>:descaroçar.	1. a strong alcoholic drink that has no colour			(3)gim	(395)gim	gim	gim	gim						verbal fight,game depending on luck,argument																										gin				[sound:6001-7000/thesaurus/6001-7000-thesaurus-gin.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-gin.mp3]					ʤɪn	dʒɪn					"<span class=""ipa dipa"">dʒɪn</span>"																	
gale	<u><b>gale</b></u>:tempestade,invasão,revolta,temporal,ventania.	1. a very strong wind			(3)ventania,(3)tempestade,vendaval	(33)ventania,(23)tempestade,(15)vento,(51)vendaval	ventania,vendaval	vendaval	vendaval,ventania						violent storm																										gale				[sound:6001-7000/thesaurus/6001-7000-thesaurus-gale.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-gale.mp3]					geɪl	geɪl					"<span class=""ipa dipa"">ɡeɪl</span>"																	
fainted	<u><b>fainted</b></u>:desmaiado.				desmaio,(3)desmaiar	(387)desmaiou	desmaiou								lose consciousness																										desmaiou				[sound:6001-7000/thesaurus/6001-7000-thesaurus-fainted.mp3]						feɪnt	feɪnt																						
dried	<u><b>dried</b></u>:seco.	1. past tense and past participle of dry			(3)seco	(1398)seco	seco	seco	passado e particípio passado de “dry”						drained																										seco				[sound:6001-7000/thesaurus/6001-7000-thesaurus-dried.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-dried.mp3]					draɪd,draɪ,ˈdraɪə	draɪd					"<span class=""ipa dipa"">drɑɪd</span>"																	
cape	<u><b>cape</b></u>:capa,cabo.	1. a very large piece of land sticking out into the sea			(3)cabo,(3)capa	(4418)cabo	cabo,capa	cabo	cabo,capa						promontory into water,sleeveless coat																										capa				[sound:6001-7000/thesaurus/6001-7000-thesaurus-cape.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-cape.mp3]					keɪp	keɪp																						
acknowledge	<u><b>to acknowledge</b></u>:reconhecer,admitir a veracidade de,agradecer,confirmar,admitir.	1. to accept that something is true or exists			(3)reconhecer	(4515)reconhecer	confirmação,admitir,reconhecer	confirmação,admitir,reconhecer	admitir,reconhecer,confirmar (recebimento de)						verbally recognize authority,admit truth or reality of something,verbally recognize receipt of something																										reconheça				[sound:6001-7000/thesaurus/6001-7000-thesaurus-acknowledge.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-acknowledge.mp3]					əkˈnɒlɪʤ	ækˈnɒl ɪdʒ					"<span class=""ipa dipa"">əkˈnɑ·lɪdʒ</span>"																	
whacked	<u><b>whacked</b></u>:pregado,morto.	1. very tired			(2)cansado,(2)exausto,(2)esgotado	(35)matou,(32)bateu,(18)matar,(46)morto	bater	bater	pregado,acabado,quebrado			"<font color=""#ff0000"">morto de cansaço</font>"			hard hit, often with hand,a hit with a solid object,dull crash; dull sound,activate, push,push over; strike,kill,chop up,fasten, fix with pointed object,jump, burst,moving by hitting hard,hit,hit hard,break up, pull apart,flog, whip,beat, hit,intentionally murder someone,punch competitively,dispose of,collide, usually with sound,destroy,knock a piece out of,cut up with tool,applaud; slap with approbation,divide, split,punch,hit hard with object,hit very hard,beat with hands,conquer in athletic contest,hit with heavy blow,whip, lash,strike,cause physical pain; experience pain	exhausted<br>  stoned (sense 2)<br> Completely exhausted											"1. He&nbsp;<font color=""#ff0000"">whacked</font>&nbsp;little Joseph with a stick again.<div>2.&nbsp;A block from where the kid was&nbsp;<font color=""#ff0000"">whacked</font>.</div>"	"1. Ele <font color=""#ff0000"">bateu</font>&nbsp;no pequeno Joseph com uma vara outra vez.<div>2.&nbsp;Uma quadra de onde o garoto foi&nbsp;<font color=""#ff0000"">morto</font>.</div>"													batido				[sound:6001-7000/thesaurus/6001-7000-thesaurus-whacked.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-uswellw018.mp3]					wæk	ʰwækt, wækt		wækt, hwækt, ; wækt			"<span class=""ipa dipa"">wækt</span>"																	
reliable	<u><b>reliable</b></u>:confiável,fiel,honesto,autêntico,leal,testado,segura.	1. able to be trusted or believed			(3)confiável,(3)de confiança	(4803)fiável,(7977)confiável	fiável		confiável,com segurança						trustworthy																										confiável				[sound:6001-7000/thesaurus/6001-7000-thesaurus-reliable.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-reliable.mp3]					rɪˈlaɪəbl	rɪˈlaɪ ə bəl					"<span class=""ipa dipa"">rɪˈlɑɪ·ə·bəl</span>"																	
nearby	<u><b>nearby</b></u>:próximo,rés. <u><b>nearby</b></u>:junto,ao pé. <u><b>nearby</b></u>:perto de	1. not far away			(3)perto,(3)próximo	(1129)perto,(2221)nas proximidades,(835)vizinho,(1705)próximo	perto,vizinho,próximo	próximo	perto,próximo						adjoining,within reach																										nas proximidades				[sound:6001-7000/thesaurus/6001-7000-thesaurus-nearby.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-nearby.mp3]					ˈnɪəbaɪ	ˈnɪərˈbaɪ					"<span class=""ipa dipa"">ˌnɪərˈbɑɪ</span>"																	
lining	<u><b>lining</b></u>:forro,estofamento,revestimento interno.	1. a material that covers the inside of something			(3)forro,(3)revestimento,resina,(3)guarnição	(632)forro,(622)revestimento	forro,revestimento	forro	forro	<b>lining</b>  <b>1.</b> forro <b>2.</b>  forro		"<font color=""#ff0000"">forro</font>=material&nbsp;para encher a parte interna de algo=estofo=<font color=""#ff0000"">estofamento, alinhar, delinear</font>"			interlining								"<b>""The <font color=""#ff0000"">lining</font> of the coat is made of fur.""</b><div><i>""O <u>revestimento</u> do casaco é feito de pele.""</i>&nbsp;<i><u><font color=""#aa4444"">revestimento</font></u></i><b><br><br></b></div><div><b>""The coat has a cotton <font color=""#ff0000"">lining</font>.""</b></div><div><i>""O casaco tem um <u>forro</u> de algodão.""</i>&nbsp;<i><u><font color=""#aa4444"">forro</font></u></i></div><div><font color=""#aa4444""><i><u><br></u></i></font><b>""I lined my paintings so they would be at the same height.""</b><br><div><i>""Eu <u>alinhei</u> meus quadros para ficarem na mesma altura.""</i>&nbsp;<i><u><font color=""#aa4444"">alinhar</font></u></i><b><br></b></div></div>"																		forro				[sound:6001-7000/thesaurus/6001-7000-thesaurus-lining.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-lining.mp3]				(ˈlaɪ nɪŋ)	laɪn,ˈlaɪnɪŋ	ˈlaɪ nɪŋ					"<span class=""ipa dipa"">ˈlɑɪ·nɪŋ</span>"																	
importance	<u><b>importance</b></u>:importância,significado.	1. how important someone or something is			importância	(41853)importância	importância	importância	importância						significance, weight,prominence, standing																										importância																			[sound:6001-7000/thesaurus/6001-7000-thesaurus-importance.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-importance.mp3]					ɪmˈpɔːtəns	ɪmˈpɔr tns					"<span class=""ipa dipa"">ɪmˈpɔr·t<span class=""sp dsp"">ə</span>ns</span>"		
harassing					assediar,(3)molestar	(98)assediar,(76)assediando,(59)incomodar,(46)assédio	assediar,incomodar,molestar								badger																										assediando				[sound:6001-7000/thesaurus/6001-7000-thesaurus-harassing.mp3]						ˈhærəs	həˈræs, ˈhær əs																						
fatal	<u><b>fatal</b></u>:fatal.	1. A fatal accident or illness makes someone die.				(359)mortal	fatal,mortal		mortal,fatal						deadly, lethal,critical, very important																										fatal																			[sound:6001-7000/thesaurus/6001-7000-thesaurus-fatal.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-fatal.mp3]					feɪtl	ˈfeɪt l					"<span class=""ipa dipa"">ˈfeɪ·t̬<span class=""sp dsp"">ə</span>l</span>"		
elsewhere	<u><b>elsewhere</b></u>:outro lugar,alhures,em outro lugar,em outra parte,em outro local	1. in or to another place			(3)em outro lugar	(923)em outros lugares,(902)em outro lugar			em/para outro lugar						in another place																										em outro lugar				[sound:6001-7000/thesaurus/6001-7000-thesaurus-elsewhere.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-elsewhere.mp3]					elsˈweə	ˈɛlsˌʰwɛər, -ˌwɛər					"<span class=""ipa dipa"">ˈelsˌhweər</span>"																	
dolls	<u><b>dolls</b></u>:bonecas.				(3)boneco,(3)boneca,bonecos	(1798)bonecas	boneco	bonecas							toy person,generous person,attractive woman																										bonecas				[sound:6001-7000/thesaurus/6001-7000-thesaurus-dolls.mp3]						dɒl	dɒl																						
convict	<u><b>convict</b></u>:condenado. <u><b>convict</b></u>:forçado. <u><b>to convict</b></u>:condenar,culpar,sentenciar.	1. to decide officially in a court of law that someone has committed a crime			(3)condenar,(3)condenado,(3)presidiário	(589)condenar,(344)condenado	condenar,condenado,presidiário		condenar						criminal,find guilty																										condenado				[sound:6001-7000/thesaurus/6001-7000-thesaurus-convict.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-convict.mp3]					ˈkɒnvɪkt	"<span class=""luna-pos"">verb,</span> <span class=""luna-pos"">adjective</span> kənˈvɪkt; <span class=""luna-pos"">noun</span> ˈkɒn vɪkt"					"<span class=""ipa dipa"">kənˈvɪkt</span>"																	
butler	<u><b>butler</b></u>:mordomo,copeiro	1. the most important male servant in a house, usually responsible for organizing the other servants			mordomo	(1367)mordomo	mordomo	mordomo	mordomo						servant																										mordomo				[sound:6001-7000/thesaurus/6001-7000-thesaurus-butler.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-butler.mp3]					ˈbʌtlə	ˈbʌt lər					"<span class=""ipa dipa"">-lɚ</span>"																	
ballet	<u><b>ballet</b></u>:balé.	1. a type of dancing that is done in a theatre and tells a story, usually with music			balé,(3)bailado	(1400)balé	balé,bailado		balé						graceful, expressive dancing																										balé																			[sound:6001-7000/thesaurus/6001-7000-thesaurus-ballet.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-ballet.mp3]					ˈbæleɪ	bæˈleɪ, ˈbæl eɪ					"<span class=""ipa dipa"">bæˈleɪ</span>"		
whatcha					o que você	(41)que estás																																			whatcha																																	
unlikely	<u><b>unlikely</b></u>:improvável.	1. not expected to happen			(3)improvável	(3036)improvável	improvável		improvável,pouco provável						not probable																										improvável				[sound:6001-7000/thesaurus/6001-7000-thesaurus-unlikely.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-unlikely.mp3]					ʌnˈlaɪklɪ	ʌnˈlaɪk li					"<span class=""ipa dipa"">ʌnˈlɑɪk·li</span>"																	
shutting	<u><b>shutting</b></u>:fechamento.				(3)fechar,fechando	(229)fechar,(160)desligar,(124)fechando,(80)encerrar	fechar,encerrar,desligar								close																										fechamento				[sound:6001-7000/thesaurus/6001-7000-thesaurus-shutting.mp3]						ʃʌt,ˈʃʌtɪŋ	ʃʌt																						
rusty	<u><b>rusty</b></u>:enferrujado,ferrugento. <u><b>rusty</b></u>:oxidado.	1. Rusty metal has rust (= an orange substance) on its surface.			(3)oxidado,(3)enferrujado	(713)enferrujado	oxidado,enferrujado	enferrujado	enferrujado,oxidado						corroded,out of practice; inexperienced																										enferrujado				[sound:6001-7000/thesaurus/6001-7000-thesaurus-rusty.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-rusty.mp3]					ˈrʌstɪ	ˈrʌs ti					"<span class=""ipa dipa"">ˈrʌs·ti</span>"																	
overcome	<u><b>overcome</b></u>:derrotado,batido,conquistada,conquistado. <u><b>to overcome</b></u>:superar,vencer,conquistar.	1. to deal with and control a problem or feeling			(3)vencer,(3)superar	(6323)superar	vencer,superar		superar,vencer	<b>overcome</b> dominar		"<i><u><font color=""#aa4444"">superar, vencer, emocionado, dominar</font></u></i><br>"			overwhelmed; visibly moved,beat, defeat								"<b>""We can <font color=""#ff0000"">overcome</font> any obstacle if we do not give up.""</b><div><i>""Podemos superar qualquer obstáculo se não desistirmos.""</i>&nbsp;<i><u><font color=""#aa4444"">superar</font></u></i><b><br><br></b></div><div><b>""I struggled to <font color=""#ff0000"">overcome</font> my fear of  heights.""</b><div><i>""Eu lutei para vencer meu medo de altura.""</i>&nbsp;<i><u><font color=""#aa4444"">vencer</font></u></i><b><br></b></div></div>"																		superado				[sound:6001-7000/thesaurus/6001-7000-thesaurus-overcome.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-eus75398.mp3]			ˌoʊvərˈkʌm	(ˌoʊ vərˈkʌm)	əʊvəˈkʌm	ˌoʊ vərˈkʌm					"<span class=""ipa dipa"">ˌoʊ·vərˈkʌm</span>"																	
mount	<u><b>mount</b></u>:monte,montagem,montaria. <u><b>to mount</b></u>:montar,subir,equipar,prover,galgar.	1. to increase in amount or level			(3)monte,(3)montar	(5545)monte	monte,montar,montagem	monte,montar,montagem	aumentar						climb,increase, grow,affix, frame																										monte				[sound:6001-7000/thesaurus/6001-7000-thesaurus-mount.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-mount.mp3]					maʊnt	maʊnt					"<span class=""ipa dipa"">mɑʊnt</span>"																	
helmet	<u><b>helmet</b></u>:capacete,elmo.	1. a hard hat that protects your head			capacete	(3655)capacete	capacete	capacete	capacete						headgear																										capacete				[sound:6001-7000/thesaurus/6001-7000-thesaurus-helmet.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-helmet.mp3]					ˈhelmɪt	ˈhɛl mɪt					"<span class=""ipa dipa"">ˈhel·mət</span>"																	
goddam					maldito	(56)maldito																																			maldição																																	
essence	<u><b>essence</b></u>:essência,substância,âmago.	1. the basic or most important idea or quality of something			essência	(6618)essência		essência	essência,ponto fundamental						heart, significance,distillate, concentrate																										essência				[sound:6001-7000/thesaurus/6001-7000-thesaurus-essence.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-essence.mp3]					esns	ˈɛs əns					"<span class=""ipa dipa"">ˈes·əns</span>"																	
diagnosis	<u><b>diagnosis</b></u>:diagnóstico,diagnose.	1. a doctor’s opinion of what is wrong with someone who is sick			diagnóstico	(13587)diagnóstico	diagnóstico		diagnóstico						identification of problem, disease																										diagnóstico																			[sound:6001-7000/thesaurus/6001-7000-thesaurus-diagnosis.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-diagnosis.mp3]					daɪəgˈnəʊsɪs	ˌdaɪ əgˈnoʊ sɪs					"<span class=""ipa dipa"">ˌdɑɪ·əɡˈnoʊ·sɪs</span>"		
bully	<u><b>bully</b></u>:brutamontes,assediador,agressor. <u><b>to bully</b></u>:dominar,ameaçar. <u><b>to bully</b></u>:intimidar,assediar,sofrer bullying.	1. to try to frighten someone who is smaller or weaker			valentão	(343)valentão,(158)intimidar,(261)rufia	ameaçar,intimidar,agressor	ameaçar,intimidar,agressor	intimidar,tiranizar,ameaçar,ato de intimidar/ameaçar (principalmente na escola),agressor,-ora						domineering person,intimidate, push around																										brigão				[sound:6001-7000/thesaurus/6001-7000-thesaurus-bully.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-bully.mp3]					ˈbʊlɪ	ˈbʊl i					"<span class=""ipa dipa"">ˈbʊl·i</span>"																	
ahold					um domínio	(15)mão,(20)contato,(23)contactar,(17)contacto					<div></div>														"01. <font color=""#c7c7c7""><i>to get something: </i></font><br><b>""Drugs are too easy to get <font color=""#ff0000"">ahold</font> of. ""</b><br><br>02. <font color=""#c7c7c7""><i>to find or communicate with someone: </i></font><br><b>""I'd like to get <font color=""#ff0000"">ahold</font> of Debbie and talk to her about this. ""</b><br><br>03. <font color=""#c7c7c7""><i>to take hold of something or someone: </i></font><br><b>""I grabbed <font color=""#ff0000"">ahold</font> of his legs and held on so he could not get away. ""</b><br><br>04. <font color=""#c7c7c7""><i>to get power or control over someone or something: </i></font><br><b>""Once the drugs get <font color=""#ff0000"">ahold</font> of you, it just changes you completely. ""</b><br>"																ahold									(əˈhoʊld)				əhoʊld, əˈhoʊld, əˈhəʊld																				
yearbook	<u><b>yearbook</b></u>:almanaque,anuário	1. a book published every year by a school, that gives information about the events and achievements of the previous year, and has pictures of the students			anuário	(426)anuário	anuário		anuário do colégio,anuário						document containing information for a year,book produced once a year																										anuário				[sound:6001-7000/thesaurus/6001-7000-thesaurus-yearbook.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-uswwi__028.mp3]					ˈjɪəbʊk	ˈyɪərˌbʊk					"<span class=""ipa dipa"">ˈjɪr-</span>"																	
triangle	<u><b>triangle</b></u>:triângulo.	1. a flat shape with three sides			triângulo	(3562)triângulo	triângulo		triângulo,esquadro,triangular						love relationship,piece; share,three of something,three,trio																										triângulo																			[sound:6001-7000/thesaurus/6001-7000-thesaurus-triangle.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-triangle.mp3]					ˈtraɪæŋgl	ˈtraɪˌæŋ gəl					"<span class=""ipa dipa"">ˈtrɑɪˌæŋ·ɡəl</span>"		
rig	<u><b>rig</b></u>:equipamento,carroça,traje,plataforma,aparelhagem,velame,aparelho,carreta,caminhão articulado. <u><b>to rig</b></u>:equipar,manipular preços,fraudar,cozinhar,tramar,embromar.	1. to arrange dishonestly for the result of something, for example an election, to be changed			equipamento	(563)plataforma,(332)equipamento	plataforma,fraudar,sonda,equipamento	equipar,sonda	fraudar,armar,equipar,plataforma petrolífera,perfuratriz						equipment,outfit, supply,arrange for certain outcome																										equipamento				[sound:6001-7000/thesaurus/6001-7000-thesaurus-rig.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-rig.mp3]					rɪg	rɪg																						
prosecution	<u><b>prosecution</b></u>:processo,prosseguimento,acusação,ação judicial.	1. the process of prosecuting someone			acusação	(1816)acusação	processo,acusação	processo	processo criminal						the act of furthering a project,the prosecuting party in a criminal action																										processo				[sound:6001-7000/thesaurus/6001-7000-thesaurus-prosecution.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-prosecution.mp3]					prɒsɪˈkjuːʃn	ˌprɒs ɪˈkyu ʃən					"<span class=""ipa dipa"">ˌprɑ·səˈkju·ʃən</span>"																	
pouring	<u><b>pouring</b></u>:torrencial. <u><b>pouring</b></u>:baldeação.				derramar,(2)vazamento	(170)derramando	derramar,vazamento								streaming																										derramando				[sound:6001-7000/thesaurus/6001-7000-thesaurus-pouring.mp3]						pɔː,ˈpɔːrɪŋ	pɔr, poʊr																						
possessed	<u><b>possessed</b></u>:possuído.	1. to own something or have something as a quality			possuído,(3)possesso	(1371)possuído	dotado,possuído,possesso	dotado,possuído	possuir algo,possuído,endemoniado						bewitched; under a spell																										possuía																			[sound:6001-7000/thesaurus/6001-7000-thesaurus-possessed.mp3]	[sound:6001-7000/cambridge/6001-7000-cambridge-usporte020.mp3]					pəˈzes,pəˈzest	pəˈzɛst							
